amfi_code,date,nav
119599,2022-01-12,93.8798
120506,2022-01-12,203.1431
119092,2022-01-12,38.9905
149323,2022-01-12,77.3521
119094,2022-01-12,66.0676
100033,2022-01-13,105.1666
119551,2022-01-13,56.2934
119094,2022-01-13,66.6465
100025,2022-01-13,26.3038
148569,2022-01-13,29.8542
148567,2022-01-13,76.1698
118633,2022-01-13,45.1516
100016,2022-01-13,510.2445
149323,2022-01-13,78.0491
119092,2022-01-13,39.1525
120503,2022-01-13,58.7494
119093,2022-01-13,41.1872
118634,2022-01-13,62.2671
120844,2022-01-13,3193.2798
149324,2022-01-13,82.2508
120505,2022-01-13,137.9373
119552,2022-01-13,59.2216
120841,2022-01-13,275.5387
102887,2022-01-13,182.7328
101206,2022-01-13,310.7396
119095,2022-01-13,53.3314
125497,2022-01-13,550.4378
120843,2022-01-13,49.6108
118632,2022-01-13,43.2007
102885,2022-01-13,91.1336
102886,2022-01-13,121.9075
118636,2022-01-13,30.3188
118635,2022-01-13,164.3293
149322,2022-01-13,334.2366
101208,2022-01-13,311.2251
120842,2022-01-13,64.5565
120504,2022-01-13,62.991
148568,2022-01-13,83.48
119599,2022-01-13,93.9896
119120,2022-01-13,42.5956
120506,2022-01-13,202.0343
101207,2022-01-13,38.6612
120507,2022-01-13,286.8032
119598,2022-01-13,97.8131
125498,2022-01-13,111.8753
101207,2022-01-14,39.3891
120844,2022-01-14,3194.2437
119095,2022-01-14,53.1057
102887,2022-01-14,185.4671
148569,2022-01-14,29.1504
120841,2022-01-14,275.2105
125498,2022-01-14,113.1451
120842,2022-01-14,65.547
149324,2022-01-14,81.6983
101208,2022-01-14,311.2987
149323,2022-01-14,77.0447
120505,2022-01-14,139.6187
119599,2022-01-14,92.3518
119120,2022-01-14,42.5178
100033,2022-01-14,103.996
120503,2022-01-14,59.3326
120843,2022-01-14,48.9512
120507,2022-01-14,286.879
102885,2022-01-14,92.0324
118633,2022-01-14,45.2152
100016,2022-01-14,514.3636
118636,2022-01-14,30.2775
100025,2022-01-14,26.3194
119093,2022-01-14,40.6305
119094,2022-01-14,66.1711
119092,2022-01-14,39.4456
148567,2022-01-14,76.7804
125497,2022-01-14,546.4134
120504,2022-01-14,63.367
101206,2022-01-14,308.9641
118632,2022-01-14,43.3999
118634,2022-01-14,61.6708
118635,2022-01-14,163.9658
149322,2022-01-14,333.5438
119551,2022-01-14,56.5926
120506,2022-01-14,202.6866
102886,2022-01-14,122.2902
119598,2022-01-14,99.2767
119552,2022-01-14,59.0827
148568,2022-01-14,83.1098
120503,2022-01-17,59.8935
119120,2022-01-17,42.5372
148567,2022-01-17,77.9807
125497,2022-01-17,536.617
119598,2022-01-17,98.8629
119599,2022-01-17,94.9342
120507,2022-01-17,286.937
120505,2022-01-17,143.0011
119094,2022-01-17,65.8971
119092,2022-01-17,39.0646
101208,2022-01-17,311.4234
118636,2022-01-17,30.3431
118633,2022-01-17,45.6765
149323,2022-01-17,79.404
120842,2022-01-17,65.7339
120504,2022-01-17,63.1764
118634,2022-01-17,60.9849
102885,2022-01-17,92.3366
119551,2022-01-17,56.3908
149322,2022-01-17,337.1008
120506,2022-01-17,204.008
148569,2022-01-17,29.354
120841,2022-01-17,275.1457
119093,2022-01-17,40.1474
120844,2022-01-17,3193.6857
101206,2022-01-17,312.4211
119095,2022-01-17,52.1478
100025,2022-01-17,26.3327
118632,2022-01-17,43.1645
148568,2022-01-17,82.2203
100033,2022-01-17,104.1974
149324,2022-01-17,80.1462
102887,2022-01-17,183.3394
118635,2022-01-17,160.8029
119552,2022-01-17,57.8244
120843,2022-01-17,48.4953
102886,2022-01-17,123.1684
125498,2022-01-17,111.2718
101207,2022-01-17,39.5053
100016,2022-01-17,514.7627
119094,2022-01-18,65.7251
120504,2022-01-18,63.1783
118633,2022-01-18,45.9423
119095,2022-01-18,51.5283
101206,2022-01-18,312.4518
149323,2022-01-18,79.9879
118634,2022-01-18,60.7675
148568,2022-01-18,81.63
148569,2022-01-18,28.8872
102886,2022-01-18,124.0206
149322,2022-01-18,335.5678
120842,2022-01-18,65.3254
118635,2022-01-18,160.1086
102887,2022-01-18,183.1781
101207,2022-01-18,39.6444
120844,2022-01-18,3194.6011
102885,2022-01-18,92.0699
120841,2022-01-18,273.1999
119552,2022-01-18,59.035
120506,2022-01-18,203.8763
100016,2022-01-18,517.3803
100025,2022-01-18,26.2918
125498,2022-01-18,110.1219
148567,2022-01-18,77.4808
119551,2022-01-18,56.1887
120507,2022-01-18,287.0831
119120,2022-01-18,42.3334
119598,2022-01-18,101.7866
120503,2022-01-18,59.9741
120843,2022-01-18,48.7685
118632,2022-01-18,43.6453
119093,2022-01-18,39.7221
125497,2022-01-18,543.2731
100033,2022-01-18,104.4558
101208,2022-01-18,311.6626
149324,2022-01-18,78.991
118636,2022-01-18,30.4306
119599,2022-01-18,97.899
120505,2022-01-18,143.1926
119092,2022-01-18,39.3117
102886,2022-01-19,123.7548
148567,2022-01-19,78.1861
125498,2022-01-19,111.808
101206,2022-01-19,311.0479
119095,2022-01-19,52.4667
120844,2022-01-19,3194.8097
118634,2022-01-19,59.0682
119598,2022-01-19,102.2453
118632,2022-01-19,43.7012
148568,2022-01-19,82.6605
119092,2022-01-19,38.8427
100025,2022-01-19,26.3156
125497,2022-01-19,540.2724
120841,2022-01-19,275.1173
149322,2022-01-19,338.1478
119093,2022-01-19,39.7221
118636,2022-01-19,30.3319
120504,2022-01-19,62.7099
148569,2022-01-19,28.6877
101208,2022-01-19,311.782
120506,2022-01-19,204.5441
149324,2022-01-19,78.7704
118633,2022-01-19,46.4137
119552,2022-01-19,58.3461
119599,2022-01-19,98.2266
149323,2022-01-19,79.987
100033,2022-01-19,102.6627
120843,2022-01-19,48.8121
120842,2022-01-19,65.7453
120503,2022-01-19,59.6524
119120,2022-01-19,42.4996
102887,2022-01-19,183.272
118635,2022-01-19,159.2699
119551,2022-01-19,56.3378
120505,2022-01-19,143.7839
101207,2022-01-19,39.186
100016,2022-01-19,513.1866
119094,2022-01-19,65.8803
120507,2022-01-19,287.2661
102885,2022-01-19,90.9614
118632,2022-01-20,44.0112
148568,2022-01-20,83.8894
149324,2022-01-20,79.4393
119552,2022-01-20,57.5352
119092,2022-01-20,38.19
100016,2022-01-20,507.1294
125497,2022-01-20,546.1258
100033,2022-01-20,103.9636
120507,2022-01-20,287.3303
120505,2022-01-20,143.4215
125498,2022-01-20,112.5993
120503,2022-01-20,58.9537
118636,2022-01-20,30.2571
101208,2022-01-20,312.0623
119598,2022-01-20,103.14
119120,2022-01-20,42.4569
119551,2022-01-20,55.4237
119093,2022-01-20,39.5825
119599,2022-01-20,99.9099
120506,2022-01-20,204.5844
101206,2022-01-20,309.8405
148569,2022-01-20,28.9568
102887,2022-01-20,182.7637
120844,2022-01-20,3195.3576
148567,2022-01-20,78.0248
119095,2022-01-20,51.0812
119094,2022-01-20,66.3332
101207,2022-01-20,38.8915
102885,2022-01-20,91.333
100025,2022-01-20,26.2408
149322,2022-01-20,334.4029
120841,2022-01-20,279.3065
120504,2022-01-20,62.5583
118635,2022-01-20,160.0808
120842,2022-01-20,66.5588
120843,2022-01-20,48.5024
118633,2022-01-20,45.8815
102886,2022-01-20,123.4793
149323,2022-01-20,79.7997
118634,2022-01-20,59.497
119551,2022-01-21,54.6151
120843,2022-01-21,49.1834
120844,2022-01-21,3198.1808
125498,2022-01-21,111.8459
118635,2022-01-21,159.956
119092,2022-01-21,38.4555
125497,2022-01-21,551.5823
100025,2022-01-21,26.1859
149322,2022-01-21,325.2684
119552,2022-01-21,58.0864
118636,2022-01-21,30.287
100033,2022-01-21,102.942
149323,2022-01-21,80.6105
120842,2022-01-21,65.8053
120841,2022-01-21,277.3693
148567,2022-01-21,78.1691
101207,2022-01-21,38.3095
118634,2022-01-21,58.3669
102887,2022-01-21,179.9862
120505,2022-01-21,143.026
148569,2022-01-21,29.2321
119094,2022-01-21,67.0225
148568,2022-01-21,84.1577
102885,2022-01-21,91.2579
101206,2022-01-21,309.9701
102886,2022-01-21,122.1352
119599,2022-01-21,100.2736
119095,2022-01-21,51.2303
149324,2022-01-21,80.618
118633,2022-01-21,45.7378
120503,2022-01-21,58.9633
119598,2022-01-21,104.3183
119120,2022-01-21,42.475
118632,2022-01-21,44.6318
100016,2022-01-21,507.871
120506,2022-01-21,204.8888
101208,2022-01-21,312.1875
120507,2022-01-21,287.5433
119093,2022-01-21,39.2693
120504,2022-01-21,62.3885
119599,2022-01-24,98.2705
100033,2022-01-24,103.1229
148568,2022-01-24,84.6608
120504,2022-01-24,62.0719
148567,2022-01-24,78.2668
101206,2022-01-24,312.8854
119551,2022-01-24,54.373
120506,2022-01-24,204.6147
119598,2022-01-24,105.105
100025,2022-01-24,26.236
149322,2022-01-24,325.0543
102886,2022-01-24,121.1963
120842,2022-01-24,65.6919
119094,2022-01-24,68.9029
119552,2022-01-24,59.3804
119095,2022-01-24,51.375
149323,2022-01-24,80.2687
149324,2022-01-24,82.8108
118633,2022-01-24,45.3898
119093,2022-01-24,39.154
120503,2022-01-24,59.7967
125497,2022-01-24,545.6433
119092,2022-01-24,38.9651
148569,2022-01-24,29.6188
120841,2022-01-24,274.1142
119120,2022-01-24,42.454
120843,2022-01-24,48.6113
120507,2022-01-24,287.7561
102885,2022-01-24,91.4219
118634,2022-01-24,59.469
101208,2022-01-24,312.1926
125498,2022-01-24,113.5435
118636,2022-01-24,30.4751
120505,2022-01-24,141.3489
102887,2022-01-24,178.9394
118635,2022-01-24,160.878
118632,2022-01-24,45.0971
120844,2022-01-24,3197.774
100016,2022-01-24,506.7062
101207,2022-01-24,37.8999
118636,2022-01-25,30.5797
120504,2022-01-25,62.1789
100033,2022-01-25,104.6407
120507,2022-01-25,287.9071
119552,2022-01-25,60.1408
118632,2022-01-25,45.5683
119120,2022-01-25,42.5889
120843,2022-01-25,48.4633
148567,2022-01-25,78.7035
120842,2022-01-25,65.5424
120506,2022-01-25,204.7632
102885,2022-01-25,90.2894
101208,2022-01-25,312.4983
119095,2022-01-25,51.3532
101206,2022-01-25,312.604
101207,2022-01-25,38.6879
119598,2022-01-25,106.5959
100025,2022-01-25,26.1764
118635,2022-01-25,157.6352
149324,2022-01-25,83.8536
148568,2022-01-25,85.1433
149322,2022-01-25,323.4771
120505,2022-01-25,141.5865
149323,2022-01-25,79.9677
148569,2022-01-25,29.0012
118633,2022-01-25,46.1063
120503,2022-01-25,59.6643
102886,2022-01-25,121.1957
119094,2022-01-25,69.0514
118634,2022-01-25,58.9409
100016,2022-01-25,509.7762
120844,2022-01-25,3198.9017
102887,2022-01-25,177.9039
119093,2022-01-25,39.4333
120841,2022-01-25,274.304
119599,2022-01-25,97.7205
119092,2022-01-25,38.8981
119551,2022-01-25,53.9173
125497,2022-01-25,540.7096
125498,2022-01-25,115.2728
119094,2022-01-26,69.7092
125498,2022-01-26,115.7227
120842,2022-01-26,65.9427
125497,2022-01-26,553.344
148569,2022-01-26,29.1094
120505,2022-01-26,140.35
101207,2022-01-26,39.8405
118632,2022-01-26,45.6693
118635,2022-01-26,156.6365
118636,2022-01-26,30.5693
148567,2022-01-26,79.1132
119551,2022-01-26,54.0948
102885,2022-01-26,90.0268
118634,2022-01-26,58.9037
120843,2022-01-26,48.2456
102887,2022-01-26,179.1501
120504,2022-01-26,62.0335
119120,2022-01-26,42.2976
120507,2022-01-26,287.9346
119092,2022-01-26,38.731
120841,2022-01-26,274.3762
120844,2022-01-26,3198.8425
119093,2022-01-26,39.578
148568,2022-01-26,84.6187
118633,2022-01-26,46.391
120503,2022-01-26,60.1099
149323,2022-01-26,81.425
149322,2022-01-26,321.137
119095,2022-01-26,51.5041
119552,2022-01-26,60.4718
100033,2022-01-26,105.8779
119599,2022-01-26,98.0093
100025,2022-01-26,26.2195
119598,2022-01-26,105.6569
149324,2022-01-26,82.7679
101206,2022-01-26,314.9535
101208,2022-01-26,312.5666
100016,2022-01-26,509.68
120506,2022-01-26,210.1673
102886,2022-01-26,121.5638
119092,2022-01-27,39.3401
120842,2022-01-27,66.4882
120507,2022-01-27,287.9534
120504,2022-01-27,62.341
120843,2022-01-27,48.5745
120503,2022-01-27,60.5902
120841,2022-01-27,277.3673
120506,2022-01-27,210.9042
149322,2022-01-27,318.4848
119093,2022-01-27,39.9498
119120,2022-01-27,42.3079
100033,2022-01-27,105.9929
102887,2022-01-27,180.0164
125497,2022-01-27,562.2448
149324,2022-01-27,82.5754
118634,2022-01-27,58.9586
120505,2022-01-27,141.1895
119552,2022-01-27,60.8212
148567,2022-01-27,78.7535
102886,2022-01-27,122.6851
148568,2022-01-27,84.8725
100016,2022-01-27,510.8661
119094,2022-01-27,68.4433
118636,2022-01-27,30.3922
118632,2022-01-27,46.0139
119599,2022-01-27,97.3952
100025,2022-01-27,26.1366
101208,2022-01-27,312.5434
119598,2022-01-27,104.8234
148569,2022-01-27,29.0453
119095,2022-01-27,49.7683
101207,2022-01-27,39.0997
149323,2022-01-27,81.0214
120844,2022-01-27,3199.3576
118635,2022-01-27,157.4325
118633,2022-01-27,47.5951
101206,2022-01-27,316.4175
102885,2022-01-27,90.4282
119551,2022-01-27,53.6911
125498,2022-01-27,114.5598
119599,2022-01-28,97.1451
102887,2022-01-28,177.3281
120504,2022-01-28,61.4871
118636,2022-01-28,30.4072
102885,2022-01-28,91.8759
148567,2022-01-28,78.8809
120505,2022-01-28,141.5726
102886,2022-01-28,123.6658
119598,2022-01-28,103.1129
149322,2022-01-28,316.667
120841,2022-01-28,274.5184
125498,2022-01-28,114.0713
120506,2022-01-28,212.312
119551,2022-01-28,53.0538
100033,2022-01-28,105.6052
148568,2022-01-28,83.8216
119092,2022-01-28,39.2929
119093,2022-01-28,39.89
101206,2022-01-28,314.138
119094,2022-01-28,68.1794
119095,2022-01-28,49.1807
119552,2022-01-28,61.3123
118634,2022-01-28,59.2375
149324,2022-01-28,79.8788
148569,2022-01-28,29.3706
120503,2022-01-28,60.47
149323,2022-01-28,81.2082
118633,2022-01-28,47.4236
100016,2022-01-28,503.8641
120844,2022-01-28,3200.9338
118632,2022-01-28,46.1245
118635,2022-01-28,157.1158
100025,2022-01-28,26.2606
101207,2022-01-28,39.3781
119120,2022-01-28,42.3087
120843,2022-01-28,48.6271
120507,2022-01-28,287.954
120842,2022-01-28,66.0954
101208,2022-01-28,312.8529
125497,2022-01-28,562.3786
118633,2022-01-31,47.1458
149322,2022-01-31,314.0836
120505,2022-01-31,142.1568
120841,2022-01-31,273.36
101208,2022-01-31,312.8614
120507,2022-01-31,288.1144
149324,2022-01-31,79.5573
119599,2022-01-31,97.0901
148569,2022-01-31,29.8553
102886,2022-01-31,126.0772
120503,2022-01-31,61.2076
120506,2022-01-31,213.3111
125498,2022-01-31,114.5402
120842,2022-01-31,64.9688
149323,2022-01-31,80.527
120844,2022-01-31,3202.0804
100016,2022-01-31,512.5903
100033,2022-01-31,106.8818
118634,2022-01-31,59.3238
119551,2022-01-31,53.7718
101207,2022-01-31,39.2158
118632,2022-01-31,45.6587
118636,2022-01-31,30.4436
102885,2022-01-31,91.7689
119092,2022-01-31,39.2903
148567,2022-01-31,77.3135
148568,2022-01-31,83.065
119120,2022-01-31,42.2725
118635,2022-01-31,158.2891
125497,2022-01-31,563.9474
101206,2022-01-31,311.8727
119095,2022-01-31,50.4345
120504,2022-01-31,61.4574
100025,2022-01-31,26.2169
120843,2022-01-31,48.603
119598,2022-01-31,103.9198
102887,2022-01-31,176.7427
119552,2022-01-31,61.7559
119093,2022-01-31,40.4787
119094,2022-01-31,68.0049
125497,2022-02-01,561.108
102887,2022-02-01,175.9585
148569,2022-02-01,29.4561
119092,2022-02-01,39.9023
119093,2022-02-01,40.6241
101208,2022-02-01,312.866
102886,2022-02-01,124.702
120842,2022-02-01,65.8205
120843,2022-02-01,47.7363
119120,2022-02-01,42.4689
101207,2022-02-01,40.1231
102885,2022-02-01,92.9079
148567,2022-02-01,78.0318
148568,2022-02-01,83.0418
101206,2022-02-01,310.797
119094,2022-02-01,67.2272
119095,2022-02-01,49.536
119599,2022-02-01,97.0512
119552,2022-02-01,61.9412
100033,2022-02-01,107.8211
149322,2022-02-01,311.7703
120841,2022-02-01,268.3694
149324,2022-02-01,78.8716
119551,2022-02-01,53.6925
100016,2022-02-01,512.1124
119598,2022-02-01,105.2943
125498,2022-02-01,114.359
120844,2022-02-01,3202.6795
118634,2022-02-01,58.9776
118632,2022-02-01,45.8044
100025,2022-02-01,26.2096
118633,2022-02-01,47.1108
120506,2022-02-01,212.9002
120504,2022-02-01,61.5605
120505,2022-02-01,145.1336
118635,2022-02-01,156.0475
149323,2022-02-01,80.8315
120507,2022-02-01,288.0787
120503,2022-02-01,59.6883
118636,2022-02-01,30.423
149322,2022-02-02,308.2153
120505,2022-02-02,145.166
119093,2022-02-02,40.4702
102887,2022-02-02,179.5664
119599,2022-02-02,97.216
120507,2022-02-02,288.2145
118636,2022-02-02,30.3665
102885,2022-02-02,93.5572
120506,2022-02-02,215.6391
118634,2022-02-02,59.3489
119095,2022-02-02,50.8978
120503,2022-02-02,59.0786
119551,2022-02-02,53.7522
149324,2022-02-02,76.1167
120842,2022-02-02,64.9879
119092,2022-02-02,39.7986
101207,2022-02-02,40.2436
119598,2022-02-02,106.1488
118633,2022-02-02,47.7116
125498,2022-02-02,115.7295
102886,2022-02-02,124.4392
148567,2022-02-02,79.2472
101208,2022-02-02,312.8923
149323,2022-02-02,81.4502
119552,2022-02-02,62.0301
148569,2022-02-02,29.4775
101206,2022-02-02,307.3127
118635,2022-02-02,157.0656
120841,2022-02-02,271.7837
120504,2022-02-02,61.4237
119120,2022-02-02,42.3861
120844,2022-02-02,3202.8501
148568,2022-02-02,82.2075
118632,2022-02-02,45.9318
120843,2022-02-02,48.183
100016,2022-02-02,515.5386
100033,2022-02-02,107.0983
119094,2022-02-02,66.8424
125497,2022-02-02,563.5422
100025,2022-02-02,26.239
149324,2022-02-03,78.7541
119092,2022-02-03,39.5901
100033,2022-02-03,106.1557
148568,2022-02-03,81.208
101206,2022-02-03,306.0803
119551,2022-02-03,53.1084
120841,2022-02-03,272.5255
102885,2022-02-03,93.7848
101208,2022-02-03,312.9893
118636,2022-02-03,30.3874
149322,2022-02-03,302.6372
119093,2022-02-03,40.5243
118632,2022-02-03,46.1927
125497,2022-02-03,560.278
119599,2022-02-03,95.6892
149323,2022-02-03,83.1635
119552,2022-02-03,62.0279
